rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,obama,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience,sex,year.born,educ.s,income,religion,religion2,rel.freq,hispanic,white,black,native,asian,pacific,other.race,other.race2
67,252603,9/28/2010 21:54,Complete,,,,,,United States,,CA,,,,I agree to participate,,,8,,,start,7,5,nonphoto,Senator Majority leader,French President,Cabinet member,,,,,,Replican senator,,,Chancellor of Germany,,,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,1,5,1,7,Slightly liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,Huffington Post,,,,,0,,1,8,Democrat,,,Not very strong,,100,40,60,100,100,100,40,open,,,India,heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,Couldn't say,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,33%,2%,30%,Branch B,,,,,Decreased,Decreased,Increased,Increased,2,10,0,5,1,Democrats,,,,6,1,6,4,6,3,1,6,6,Female,1962,"Bachelor's Degree, such as B.A., B.S., or A.B.",121000,Don’t belong to religious denomination,,A few times a year,No,White,,,,,,
76,252717,9/29/2010 2:33,Complete,,,,,,United States,,CA,,srep9148,,I agree to participate,srep9148,,19,,,end,,,nonphoto,Senator from Nevada and Majority leader of the Senate,President of France,Homeland Security,,,,,President of Germany,Don't know,,,,,,,percent,,,5,0,0,0,0,10,0,0,1,7,3,7,2,6,Liberal,,NY Times,,, Other ,,,,PBS,,,,,,,,,,,,NPR,,,,,Huffington Post,,,Other,,2,A great deal,7,6,Democrat,,,Strong,,90,40,90,90,80,90,80,closed,Couldn't say,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,0,0,5,0,0,0,5,10,15%,1%,45%,Branch A,Increased,Decreased,Increased,Increased,,,,,9,10,9,5,3,Don't Know,,8,0,3,3,3,3,3,1,1,3,6,Female,1951,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","83,000",Protestant,,Less often than a few times a year,No,White,,,,,,
77,253164,9/29/2010 9:27,Complete,,,,,,United States,,CA,,srep5417,,I agree to participate,srep5417,,12,,,end,,,nonphoto,no idea,no idea,no idea,,,,,no idea,no idea,,,,,,,percent,,,0,0,0,0,0,0,0,0,7,7,1,4,3,5,Slightly liberal,,,,, Other ,radio,,,,,Other,,none,,,,,,,,,,, Others ,KCBS,,,,,,0,,1,5,Republican,,Not very strong,,,100,80,80,100,100,80,80,open,,,US,Cancer,Decreased,,Couldn’t Say,,Don't Know,,,0,0,10,10,8,0,10,8,30%,3%,5%,Branch B,,,,,Increased,,Increased,Increased,2,5,0,9,5,Republicans,, dk, dk,3,6,4,5,5,4,2,5,5,Female,1953,"Bachelor's Degree, such as B.A., B.S., or A.B.","150,000",Jewish,,Less often than a few times a year,No,White,,,,,,
78,253167,9/29/2010 9:33,Complete,,,,,,United States,,CA,,srep5931,,I agree to participate,srep5931,,21,,,start,10,0,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,0,0,0,0,0,0,4,0,1,7,2,6,1,5,Liberal,,NY Times,,, Other ,SF Cronicle,,,,,,,,,,,,,,,NPR,,, Others ,BBC,,,,,,0,,1,7,Democrat,,,,,85,40,85,85,85,85,85,open,,,Britain,heart disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,,George W. Bush,,,0,5,8,0,8,3,0,8,10,1,3,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,5,8,10,Democrats,,,,5,2,6,4,2,5,3,6,3,Female,1967,"Doctorate Degree, such as Ph.D., Ed.D.","40,000",Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
79,253199,9/29/2010 10:17,Complete,,,,,,United States,,CA,,srep8046,,I agree to participate,srep8046,,49,,,end,,,nonphoto,Senate Majority Leader,President of France,Head of DHS,,,,,President of Germany,Senate Minority Leader,,,,,,,percent,,,40,20,20,200,0,40,30,30,1,7,3,6,1,4,Very liberal,,,,, Other ,San Francisco Chronicle,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,,6,Democrat,,,Strong,,60,30,85,60,60,70,65,open,,,USSR,Heart Disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,,,0,0,5,2,0,0,5,5,30%,2%,25%,Branch B,,,,,Increased,Decreased,Increased,Increased,8,10,5,5,8,Democrats,,8,0,5,3,5,3,6,4,4,4,4,Male,1963,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",180000,Don’t belong to religious denomination,,Never,No,White,,,,,,
80,253213,9/29/2010 10:26,Complete,,,,,,United States,,CA,,srep7482,,I agree to participate,srep7482,,16,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,1,0,0,0,0,0,1,0,4,I haven't thought much about this,I haven't thought much about this,1,1,7,Moderate,,,,USA Today,,,,,,NBC,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,1,4,Democrat,,,Not very strong,,50,50,50,70,70,85,70,closed,Poland,Breast Cancer,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,5,5,5,5,5,5,5,5,20%,30%,60%,Branch A,Decreased,Decreased,Increased,Increased,,,,,5,6,0,0,5,Republicans,,5,6,2,5,6,4,4,7,4,4,4,Female,1976,"Bachelor's Degree, such as B.A., B.S., or A.B.",65000,Catholic,,Once a week,No,,,,Asian,,,
81,253274,9/29/2010 11:21,Complete,,,,,,United States,,CA,,srep7050,,I agree to participate,srep7050,,10,,,end,,,photo,,,,don't know,don't know,don't know,,,,don't know,don't know,,,,,regular,Anthony Kennedy,Stephen Breyer,,,,,,,,,3,7,4,5,2,6,Slightly liberal,,,,,,,,,,,,ABC,,,,,,,,,NPR,,,,,,,,,,0,A little,0,3,Democrat,,,Not very strong,,50,30,70,50,50,60,40,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,Couldn't say,Couldn't say,,,,,,,,,35%,2%,2%,Branch A,Increased,Increased,Increased,Increased,,,,,2,10,1,5,5,Democrats,,6,1,4,5,5,4,4,5,2,6,4,Female,1958,"Bachelor's Degree, such as B.A., B.S., or A.B.",72000,Don’t belong to religious denomination,,Never,No,,,,Asian,,,
82,253279,9/29/2010 12:31,Complete,,,,,,United States,,CA,,srep8039,,I agree to participate,srep8039,,16,,,start,8,0,nonphoto,Senator,Pres. of France,Homeland Security Sec'y,,,,,Germany Chancellor,"Rep leader, Senate",,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,3,7,2,6,2,5,Slightly liberal,,NY Times,,, Other ,local daily papers,,,,,,,,,MSNBC,,,,,,NPR,,, Others ,bbc,,,,,,0,A moderate amount,4,8,Democrat,,,Strong,,90,40,85,90,90,90,75,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can impound vehicles of illegal immigrants,5,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,16%,12%,25%,Branch A,Increased,Decreased,Increased,Decreased,,,,,8,10,2,6,4,Democrats,,,,3,4,3,3,3,3,2,4,5,Female,1951,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",,Jewish,,A few times a year,No,White,,,,,,
83,253283,9/29/2010 11:34,Complete,,,,,,United States,,CA,,srep8225,,I agree to participate,srep8225,,32,,,start,2,8,nonphoto,legistrative branch,president of france,homeland security,,,,,german chancellor,california state dude?,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,4,5,1,1,2,7,Slightly conservative,,NY Times,,, Other ,San Jose Mercury News,,,,,,,,Fox News,,,,,CNN,,,,, Others ,"KCBS, KLIV, Mark Levin",Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"BBC, Jerusalem Post, Prison Planet",0,A moderate amount,2,8,Other,Free Thinker,,,,100,100,100,100,100,100,100,open,,,USA,Domestic violence,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Couldn't say,Replaces Medicare with a “public option”,,,,,,,,,40%,40%,50%,Branch A,Decreased,Decreased,Increased,Increased,,,,,5,10,0,5,8,Other,Neither Party,,,2,6,5,2,2,4,4,4,4,Female,1962,Associate Degree from an Academic Program,"59,000",Other,Apostolic,More than once a week,No,,Black or African American,,,,,
85,253287,9/29/2010 11:23,Complete,,,,,,United States,,CA,,srep8482,,I agree to participate,srep8482,,18,,,start,7,2,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,0,0,0,0,0,9,0,0,1,7,2,7,1,6,Liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,3,1,Democrat,,,Strong,,100,60,75,75,85,85,85,open,,,France?,Heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,,,0,0,5,5,0,0,5,5,20%,5%,25,Branch B,,,,,Decreased,Decreased,Increased,Increased,1,10,1,1,1,Republicans,,,,1,7,3,3,4,5,3,4,5,Female,1962,"Bachelor's Degree, such as B.A., B.S., or A.B.","100,000",Catholic,,Once a week,No,White,,,,,,
86,253290,9/29/2010 11:33,Complete,,,,,,United States,,CA,,srep5924,,I agree to participate,srep5924,,19,,,end,,,photo,,,,politician,supreme court judge,,,,,politician,politician,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,6,1,6,Liberal,,,,, Other ,SF Chronicle,CBS,,,,,ABC,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,2,4,Democrat,,,Strong,,50,30,85,50,50,50,50,open,,,Germany,car accidents,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,1,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,20%,10%,Branch A,Decreased,Decreased,Increased,Remained the Same,,,,,2,10,1,4,4,Other,depends on all branches involved,8,0,2,6,5,5,3,3,2,3,5,Female,1962,"Bachelor's Degree, such as B.A., B.S., or A.B.",150000,Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
87,253299,9/29/2010 11:41,Complete,,,,,,United States,,CA,,srep7068,,I agree to participate,srep7068,,23,,,start,10,0,nonphoto,Senate Majority leader,President of France,Health,,,,,Chancellor of Germany,House Minority Leader?,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,1,7,4,5,2,4,Slightly liberal,,NY Times,,,,,,,PBS,NBC,,,,,,,BBC, Others ,,Jon Stewart,NPR,,, Others ,KFOG,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Globe and Mail (Canada),4,A lot,5,4,Democrat,,,Not very strong,,70,15,70,70,70,85,60,open,,,USSR,heart disease,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,14%,2%,15%,Branch A,Increased,Increased,Increased,,,,,,5,0,0,0,5,Don't Know,,,,5,4,5,4,4,3,1,3,5,Female,1962,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",170000,Don’t belong to religious denomination,,Never,No,White,,,,,,
88,253306,9/29/2010 11:51,Complete,,,,,,United States,,CA,,srep8975,,I agree to participate,srep8975,,12,,,start,6,3,nonphoto,Majority Leader,President of France,something in politics,,,,,Leader of Germany,Author,,,,,,,percent,,,0,2,0,2,0,0,0,0,2,7,1,3,1,7,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,2,6,Independent,,,,Closer to Democratic Party,85,30,70,55,60,75,30,open,,,Germany,Cancer,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,,,0,1,8,2,4,5,6,2,30%,5%,18%,Branch B,,,,,Remained the Same,Decreased,Increased,Don't Know,6,7,0,0,1,Democrats,,,,3,5,4,5,3,,,,,Female,1987,"Bachelor's Degree, such as B.A., B.S., or A.B.",38000,Don’t belong to religious denomination,,Never,No,,,,,Native Hawaiian or Other Pacific Islander,,
90,253315,9/29/2010 12:46,Complete,,,,,,United States,,CA,,srep6481,,I agree to participate,srep6481,,38,,,start,8,6,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,2,1,7,Slightly conservative,,,,,,,,,,,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A great deal,1,8,Republican,,Not very strong,,,70,85,40,100,100,85,15,closed,Couldn't say,Lung Cancer,,,Decreased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,2,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,30%,25%,30%,Branch B,,,,,Increased,Increased,Increased,Increased,2,10,0,3,1,Don't Know,,,,5,7,4,2,1,7,4,6,6,Female,1965,"Bachelor's Degree, such as B.A., B.S., or A.B.","180,000",Other,Christian,Once a week,Yes,White,,,,,,
91,253318,9/29/2010 12:03,Complete,,,,,,United States,,CA,,srep9275,,I agree to participate,srep9275,,12,,,end,,,photo,,,,Unknown,unknown,unknown,,,,unknown,unknown,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,2,7,1,5,Liberal,,,,, Other ,sf chron,,,,,Other,,none,,,,, Others ,,none,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,1,4,Democrat,,,Strong,,85,60,85,70,85,85,70,open,,,usa,cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George W. Bush,Couldn't say,Couldn't say,,,,,,,,,30%,20%,25%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,3,10,1,5,4,Don't Know,,9,0,3,4,4,4,4,4,4,4,4,Female,1965,Some College But No Degree,125000,Other,buddhist,Less often than a few times a year,No,,,,Asian,,,
94,253332,9/29/2010 12:22,Complete,,,,,,United States,,CA,,srep7693,,I agree to participate,srep7693,,12,,,start,7,4,nonphoto,senate majority leader,french president,,,,,,german chancelor,,,,,,Senate Minority Leader,,percent,,,3,,,,,8,,,4,7,1,2,1,7,Slightly liberal,,,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,A little,1,5,Democrat,,,Strong,,,,,,,,,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,5,5,5,5,5,5,5,5,35%,40%,15%,Branch B,,,,,Decreased,Increased,Increased,Increased,5,8,0,0,0,Don't Know,,,,3,4,,4,4,4,4,4,4,Male,1977,"Bachelor's Degree, such as B.A., B.S., or A.B.",60000,Don’t belong to religious denomination,,Never,No,White,,,,,,
95,253333,9/29/2010 12:12,Complete,,,,,,United States,,CA,,srep5978,,I agree to participate,srep5978,,95,,,start,8, dk,nonphoto,,,,,,,,,,,,,,,,percent,,,0,0,0,0,0,0,0,0,4,6,1,6,1,5,Liberal,Wall Street Journal,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A moderate amount,1,4,Democrat,,,Not very strong,,60,50,85,75,55,90,70,open,,,japan,cancer,Remained about the same,,Couldn’t Say,,Don't Know,,,0,0,9,2,9,8,6,5,44%,8%,15%,Branch A,Increased,Remained the Same,Increased,Remained the Same,,,,,5,6,0,0,2,Democrats,,,,5,3,5,5,6,3,3,6,6,Female,1984,"Bachelor's Degree, such as B.A., B.S., or A.B.","35,000",Catholic,,Less often than a few times a year,No,,,,Asian,,,
96,253348,9/29/2010 12:33,Complete,,,,,,United States,,CA,,srep8401,,I agree to participate,srep8401,,20,,,end,,,photo,,,,vice pres,supreme court justice,,,,,,,,Chancellor of Germany,,Secretary of Agriculture,percent,,,0,,,,,,,,2,6,3,5,3,4,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,, Others ,740,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,4,5,Democrat,,,Not very strong,,90,50,70,90,90,90,70,open,,,Japan,Heart attack,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,5,8,8,2,0,7,7,18%,3%,20%,Branch B,,,,,Increased,Decreased,Increased,Increased,6,10,0,2,2,Don't Know,,7,0,3,5,6,4,3,2,2,3,3,Female,1948,"Bachelor's Degree, such as B.A., B.S., or A.B.",70K,Don’t belong to religious denomination,,Never,No,White,,,,,,
98,253355,9/29/2010 13:09,Complete,,,,,,United States,,CA,,srep8313,,I agree to participate,srep8313,,14,,,end,,,photo,,,,washington or sacramento,city government,president of south american country,,,,republican,republican,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,6,2,6,Liberal,,NY Times,,, Other ,SJ Mercury News,,,,,Other,,EXPN,,,,BBC, Others ,CNN,espn.com,,,, Others ,kcbs,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,3,A moderate amount,4,5,Democrat,,,Strong,,100,70,100,50,100,100,95,closed,Poland,Heart Disease,,,Decreased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,36%,10%,10%,Branch A,Increased,Decreased,Increased,Decreased,,,,,5,10,0,8,8,Democrats,, dk,0,2,4,4,4,4,4,4,4,5,Female,1957,"Bachelor's Degree, such as B.A., B.S., or A.B.","80,000",Don’t belong to religious denomination,,A few times a year,No,White,,,,,,
99,253372,9/29/2010 12:59,Complete,,,,,,United States,,CA,,srep6596,,I agree to participate,srep6596,,40,,,end,,,photo,,,,,,president of France,,,,,,,Chancellor of Germany,,Don't Know,percent,,,,,5,,,,,5,2,6,3,3,2,3,Liberal,,,,, Other ,"Christian Science Monitor, The Guardian",,,PBS,,,,,,,,BBC, Others ,,The Daily Show with Jon Stewart,NPR,,,,,,,,,,0,A moderate amount,2,2,Democrat,,,Strong,,60,30,70,60,60,60,50,open,,,Russia,cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Bill Clinton,,,0,0,5,2,0,0,5,2,35%,30%,30%,Branch B,,,,,Decreased,Remained the Same,Increased,Remained the Same,5,8,5,5,6,Don't Know,,7,3,4,3,5,4,3,1,1,3,7,Female,1965,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","60,000",Don’t belong to religious denomination,,Never,Yes,,,,,,Other,
100,253377,9/29/2010 12:50,Complete,,,,,,United States,,CA,,srep7799,,I agree to participate,srep7799,,29,,,end,,,photo,,,,,,President of France,,,,,chancelor of Germany,,,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,1,6,2,4,2,6,Liberal,,,,, Other ,"Mercury News, Spiegel",,,,,,,,,,,,,,,,,, Others ,KGO,,,,,,0,A lot,2,3,Democrat,,,Strong,,30,20,70,70,40,80,30,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Bill Clinton,Couldn't say,Couldn't say,,,,,,,,,20%,10%,20%,Branch B,,,,,Increased,Decreased,Increased,Increased,5,0,0,0,0,Democrats,,10,0,2,7,5,3,3,4,2,2,5,Female,1964,"Bachelor's Degree, such as B.A., B.S., or A.B.",100000,Don’t belong to religious denomination,,Never,No,White,,,,,,
101,253378,9/29/2010 12:52,Complete,,,,,,United States,,CA,,srep9938,,I agree to participate,srep9938,,48,,,end,,,nonphoto,Senate Majority Leader,Il est le President de France et le mari de Carla Bruni,Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,percent,,,8,,,,,8,,,2,7,1,2,1,5,Slightly liberal,,,,, Other ,SF Chronicle,,,,,,,,,,,,,CNN,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,1,2,Democrat,,,Not very strong,,85,15,70,50,30,60,0,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,,,0,0,5,5,0,0,5,0,30%,15%,5%,Branch B,,,,,Increased,Decreased,Increased,Increased,4,10,10,0,3,Democrats,,8,8,2,4,5,3,2,5,3,5,4,Female,1955,"Bachelor's Degree, such as B.A., B.S., or A.B.","105,000",Don’t belong to religious denomination,,Never,No,White,,,,,,
